SplittableRandom.nextIntAlt1()

------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
             seed |                                                            gamma 1s | Tid |            test name |    ntup | tsamples | psamples |                  pvalue | assessment(s)
------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
 da0137a7c22d64cf | 1110011011110111111001111111110011111111111111010111001111111110 51 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.96457769...0.96457769 | 1*PASSED
 f607d98621c6a843 | 1011001110111111111011101111111111011010111111111111110100111111 52 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.81032042...0.81032042 | 1*PASSED
 10bea7cb4ced0be7 | 1111101111111110111101111111111111101111111111101011001110101011 53 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.24985904...0.24985904 | 1*PASSED
  c2fb77e5d2bfde6 | 1111110110111111111111101101110011111011111111110111111011111011 54 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.16445117...0.16445117 | 1*PASSED
 77858f60b7036b2a | 1111111011111111011111111111111111111101111100001011111111101111 55 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.83650442...0.83650442 | 1*PASSED
 43ebef8c681865b5 | 0111111111111101111111111111111111110111010111110011111111111110 56 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.54076129...0.54076129 | 1*PASSED
 b48ebfbef3aad0c2 | 1111110111111011111111101111011111111111111111111111110011101111 57 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.03889543...0.03889543 | 1*PASSED
 75b9e0f7d632b5aa | 1111101111010111111110110111111110111111111111111111111111111111 58 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.98541548...0.98541548 | 1*PASSED
 4cedb05f147162d9 | 1111011111111011111101111111111111111111111110110111111111111111 59 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.59022780...0.59022780 | 1*PASSED
 ef2f26078d9c8e0e | 1111111111111111111111111111101110011111111111111011111111111111 60 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.92591247...0.92591247 | 1*PASSED
